Text,Text_English,Klasifikasi_NLP,Klasifikasi_NaiveBayes
cepat lupa kadang2 blank bila tengah borak tengah duduk tetiba berdebar paling teruk rabun silau lah power mencanak lepas kena covid pakai spek tak berapa nampak sudah ,"i quickly forget that sometimes it's blank when i'm in the middle of a chat, i'm sitting, and suddenly it's throbbing, the worst is myopia, it's the power, it's crazy.",Negatif,Negatif
maga belum  antifa dodgecoin tether solana btc malam  wuhan covid elon musk libtard socialism shrooms psychedelics pelosi neonazi proud boys crypto zionist,maga belum  antifa dodgecoin tether solana btc malam  wuhan covid elon musk libtard socialism shrooms psychedelics pelosi neonazi proud boys crypto zionist,Positif,Positif
mengerikan protes tibet modus lockdown covid-19 warga diisolasi hari-dipukuli aparat china via,terrible protest tibet mode of lockdown covid-1' residents isolated day-beaten by chinese apparatus via,Negatif,Netral
keluh  soal berdendang bergoyang fest super chaos agak beruntung tidak  beli tiket fest padahal nonton pas awal covid termasuk fest asik sekarang  mau niru2 syncro/pestapora dengan  venue jelas2 tidak  se-memadai mirip  jiexpo ckckck,"complaining about the singing and swaying of the super chaos fest, i was rather lucky i didn't buy tickets for the fest, even though i watched it at the start of covid, including the cool fest, now i want to imitate syncro/pestapora with a venue that's clearly not as adequate as jiexpo ckckck",Positif,Positif
deh  check-up minggu lalu sbb teruk sangat  deh  semua oke deh  xtraycek jantung ambil darah takda masalah hm memang  long covid symptoms doc kata,"deh check-up last week because it was very bad, everything was okay, xtray, checked the heart, took blood, there was no problem, hm, indeed, long covid symptoms, doc said",Negatif,Negatif
update covid-19 yogyakarta oktober tambah kasus baru pasien me,update covid-1' yogyakarta october added a new case of patient m,Positif,Positif
update covid-19 yogyakarta oktober tambah kasus baru pasien me,update covid-1' yogyakarta october added a new case of patient m,Positif,Positif
lima juta dosis vaksin pfizer hibah covax dikirimkan provinsi indonesia upaya pemenuhan stok vaksin covid-19 -,five million doses of covax grant pfizer vaccine sent to the province of indonesia in an effort to fulfill the covid-1' vaccine stock -,Netral,Netral
kawan dia kena covid masa spm which is feb sekarang taste bud dia tak fully recover dia kata lepas covid banyak benda dia tak boleh makan rasa sudah ,friend he got covid during spm which is feb now taste bud he didn't fully recover he said after covid there are many things he can't eat taste alreadi,Positif,Positif
covid-19 waspada sabtu 29/10 kasus positif tembus orang,covid-1' alert saturday 2'/10 positive cases translucent peopl,Positif,Netral
wuhan lockdown kasus covid-19 melonjak gegara jual-beli babi,wuhan lockdown cases of covid-1' soared because of buying and selling pig,Netral,Netral
batuk 1st covid end of feb2nd covid middle septsince feb sekarang  oct masih batuk tengah  tgu appointment untuk  checkup paru2,cough 1st covid end of feb2nd covid middle sepsince feb now oct still coughing in the middle tgu appointment for lung checkup,Netral,Netral
teori herd immunity aturan booster kan beda pemerintah berkata vaksinasi lengkap bukan booster data mengatakan kita tembus vaksin alias terbentuk herd immunity makanya covid tidak  ganas indonesia,"the theory of herd immunity booster rules is different, the government says complete vaccination is not a booster the data says we got the vaccine alias formed herd immunity that's why covid is not malignant indonesia",Positif,Positif
bukan before covid sudah  mudah lupa,not before covid it was easy to forget,Positif,Netral
lima juta dosis vaksin pfizer hibah covax dikirimkan provinsi indonesia upaya pemenuhan stok vaksin covid-19 -,five million doses of covax grant pfizer vaccine sent to the province of indonesia in an effort to fulfill the covid-1' vaccine stock -,Netral,Netral
selsema batuk dia xbagi sikit2 macam dulu2 lepas kena covid ini  batuk seminggu dua batuk macam  anak tekeluar paru2 selsema je mesti dengan  badan2 sekali sakit2 macam sudah  tua sangat dibuatnya,"he has a cold, cough, it's a little bit like before, after he got covid, he coughs for a week or two, coughs like a child, he's coming out of his lungs, the cold must be with the body, he's sick like he's very old",Negatif,Negatif
membangkitkan perekonomian masyarakat tengah pandemi covid-19 dimanapun kapanpun selalu manfaatkan babinsa koramil /purworejo kodim /purworejo serka sugiyanto membantu membakar semangat kepada spg soklin pasar purworejo,reviving the people's economy in the midst of the covid-1' pandemic wherever and whenever always take advantage of babinsa koramil / purworejo kodim / purworejo serka sugiyanto to help burn enthusiasm for spg soklin pasar purworejo,Netral,Netral
masa covid selesai selama tahun saya menabung,the covid period finished during the year i was sav,Netral,Netral
my first covid langsung my bubu panik karena  saya gampang sakit dibeliin macem2 seabrek,my first covid immediately my bubu panicked because i got sick easily bought lots of various th,Negatif,Negatif
wooiiii covid melanda monas memang  sudah  begitu kamu  baru tahu  makanya jangan got terus  mainnya,wooiiiiii covid hit monas already as soon as you just found out so don't get it and keep play,Netral,Positif
lepas kena covid saya makin handsome,"after i got covid, i became more handsom",Positif,Positif
macam  laki saya die kata sejak kena covid body die cepat penat lemah,"like my man, he said that since he got covid, his body quickly gets tired and weak",Negatif,Negatif
china memperkenalkan vaksin covid-19 hirup vaksin diproduksi cansino biologics cara penggunaannya vaksin dihirup lewat mulut wadah,china introduced the inhalation covid-1' vaccine the vaccine produced by cansino biologics how to use the vaccine is inhaled through the mouth of the contain,Netral,Netral
menteri pertahanan prabowo subianto menggarisbawahi kinerja presiden joko widodo tangani krisis pandemi covid-19,defense minister prabowo subianto underlined president joko widodo's performance in handling the covid-1' pandemic crisi,Netral,Positif
diam la kamu  loser baru anak kena covid,"shut up, you're a loser, your child just got covid",Netral,Netral
tengah kemunculan varian xbb kasus covid-19 sebanyak sabtu 29/10,in the midst of the emergence of the xbb variant of the covid-1' case as many as saturday 2'/10,Positif,Positif
update covid-19 yogyakarta oktober tambah kasus baru pasien me,update covid-1' yogyakarta october added a new case of patient m,Positif,Positif
tak pernah kena cramp time tido lepas kena covid tetiba pulak cramp time tido,"i have never had cramps while sleeping, then i got covid and suddenly i have cramps while sleep",Netral,Netral
update covid-19 yogyakarta oktober tambah kasus baru pasien me,update covid-1' yogyakarta october added a new case of patient m,Positif,Positif
kemudian covid dia betul terperosot,then covid he really deterior,Positif,Netral
sosialisasi ppkm skala mikro satgas tangkal covid-19 kodim /pontianakpendim /pontianak,socialization of ppkm on a micro-scale task force to prevent covid-1' kodim / pontianak pendim / pontianak,Netral,Netral
gilzzz sudah  mirip  sblum covid ckckck padat macam chuseok,gilzzz was similar before covid ckckck as solid as chuseok,Netral,Netral
zona hitam sudah  kek covid saja ,the black zone is just like covid,Negatif,Netral
orang meninggal dunia akibat covid-19 hari,people died due to covid-1' today,Negatif,Netral
kan masi covid heyyy,you're a friend of covid heyyy,Netral,Netral
aik bukan side effect covid nai,aik it's not a side effect of covid nai,Netral,Netral
maaf tidak  dulu soalnya covid datang ,sorry not first because covid cam,Negatif,Netral
wuhan lockdown kasus covid-19 melonjak gegara jual-beli babi,wuhan lockdown cases of covid-1' soared because of buying and selling pig,Netral,Netral
luhut orang jenius urusan vaksin covid gagal diurus dari  terawanmenteri kesehatan beres diurusin luhuturusan harga minyak goreng gagal diurus mohammad lutfimenteri perdagangan beres diurusin opung luhut,"luhut, a genius with regard to the covid vaccine, failed to take care of terawan, minister of health, luhut managed to fix the cooking oil price problem, muhammad lutfi, minister of trade, took care of opung luhut.",Negatif,Negatif
sosialisasi ppkm skala mikro satgas tangkal covid-19 kodim /pontianakpendim /pontianak,socialization of ppkm on a micro-scale task force to prevent covid-1' kodim / pontianak pendim / pontianak,Netral,Netral
kirain covid sudah  ilang,thought covid was gon,Netral,Netral
update data pasien covid-19 kota medansabtu oktober kunjungi link dibawah informasi virus corona covid-19 lebih lengkap kota medan,"update on covid-1' patient data in medan city, saturday october, visit the link below for more complete information on the corona covid-1' virus in medan c",Positif,Positif
iyaa angka covid naik,iyaa angka covid naik,Netral,Netral
update data pasien covid-19 kota medansabtu oktober kunjungi link dibawah informasi virus corona covid-19 lebih lengkap kota medan,"update on covid-1' patient data in medan city, saturday october, visit the link below for more complete information on the corona covid-1' virus in medan c",Positif,Positif
bani bipang hati2 sama  covid babi,bani are confused about the pig covid,Negatif,Netral
mau ikut halloween astaga tahun lalu tidak  ikut karena  teman  teman  covid tahun malah saya  sakit,"i wanted to go to halloween, gosh, last year i didn't join because my friends in covid 201' even got sick",Negatif,Negatif
wuhan sejumlah kota china lockdown imbas meningkatnya covid-19,"wuhan, a number of chinese cities are on lockdown due to the increase in covid-1'",Negatif,Netral
perkembangan harian kes jangkitan covid-19 oktober sumber kenyataan media harian kerajaan negeri sabah oktober,"the daily development of covid-1' infection cases in october, the source of the sabah state government's daily media statement in octob",Netral,Netral
ini  macam betuul jugak cepat ngantuk tak tahulah covid apa,"this is like betuul, i fall asleep quickly, i don't know what covid i",Positif,Negatif
cepat penat kena covid jogging okay ja baru anak maintain pace tiba2 kena covid bila sudah  baik itu  baru berapa meter ja jogging sudah  cepat penat jantung laju sangat  terpaksa berhenti  sbb rasa sesak dada sekarang  alhamdulillah duk pi kerja jalan kaki so sudah  makin okay,"i get tired quickly because of covid, jogging is okay, i just started maintaining my pace and suddenly i got covid. when it's good, how many meters will it be? jogging is already very tiring, my heart rate is very fast, i have to stop because i feel chest tightness now. alhamdulillah, i work on foot, so it's getting better.",Positif,Positif
hati2 cebong penggemar babi nanti  segera disamperin sama covid,"be careful, pig lovers will soon be greeted by covid",Negatif,Netral
kena covid time pregnant bulan time itu  pulak memang  dok aktif belajar tahan nafas untuk  praktis teran baby jadi  penat gila heartbeat naik lebih watch bagi  warning kesan dia sampai  sekarang  kalau  buat deep breath rasa penat,"got covid during pregnancy that month, it's really active learning to hold your breath to practice straining the baby so you're crazy tired, the heartbeat goes up more watch to warn the effect until now if you take a deep breath you feel tir",Negatif,Negatif
koe muk ra percoyo ro covid makane ra reti,do you believe in covid?,Netral,Netral
wuhan lockdown kasus covid-19 melonjak gegara jual-beli babi,wuhan lockdown cases of covid-1' soared because of buying and selling pig,Netral,Netral
alhamdulillah so far macam  tak apa apa side effect post covid bulan august harituu,"alhamdulillah, so far it's been fine, the side effect of the post covid month of august today",Positif,Positif
cepat letih ive asthma sejak kecik bfr covid jarang kena asthma but now sakit sikit je sudah  rasa anak semput,"i get tired quickly, i've had asthma since i was little bfr covid, i rarely get asthma, but now it's just a little sick, i feel like my child is wheez",Negatif,Negatif
mengigau covid,delirious covid,Netral,Netral
ribu  sebelum  covid pas covid masuk siang saja  tinggal ribu  wkwkw,"thousand before covid, when covid entered noon, only thousands left, wkwkw",Netral,Netral
bantuan salah satu inisiatif kplb merangsang perniagaan usahawan luar bandar terkesan akibat covid-19 2/2,assistance from one of kplb's initiatives to stimulate the business of rural entrepreneurs affected by covid-1' 2/2,Netral,Netral
kecekapan tadbir urus kerajaan kerjasama keluarga malaysia membolehkan negara keluar pelbagai kemelut termasuk pandemik covid-19 krisis geopolitik terus fokus kepada pemulihan ekonomi negara,"the efficiency of government governance, the cooperation of the malaysian family allows the country to overcome various crises, including the covid-1' pandemic, the geopolitical crisis, and continue to focus on the recovery of the country's economi",Netral,Netral
korban covid meninggal tenang menghanyutkan,victims of covid died calm washed away,Positif,Netral
jaman overdosis kepanitiaan tahun covid saya  tidak  stayathome,"during the overdose of the covid year committee, i didn't stay at hom",Netral,Positif
consume habbatus sauda selalu exercise inshaallah badan oke semula ex covid cat3 november,consume habbatus sauda selalu exercise inshaallah badan oke talili ex covid cat' novemb,Netral,Netral
teruk sangat pelupa tak boleh bendung lepastu naik tangga mengah anak mampus taktahu la sbb covid sbb sudah  gemuk,"very bad, forgetful, can't stop, then go up the stairs, i don't know why, because of covid, because i'm already fat",Negatif,Negatif
alaaa time ph naik ringgit tetap turun jugak takde memuncak naik bagai ringgit masih rendah time itu  even bukan waktu covid,"alas, when the ringgit goes up, it still goes down, it doesn't peak, it's like the ringgit is still low at that time, even if it's not the time of covid.",Negatif,Negatif
wala akong covid mamaya mapagkamalan ako tangina apakasakit ng lalamunan ko kakasigaw kahapon,"i don't have covid, later i will be mistaken, only my throat hurts from screaming yesterday",Netral,Positif
covid me itne doctors ne apni jaan risk me li aur kuch doctors ne apni jaan gawa lekin kejrudin ek khaas naam dekh kar doctor ghar walo ko cheque dene gaya tha,covid me itne doctors ne apni jaan risk me li aur kuch doctors ne apni jaan gawa lekin kejrudin ek khaas naam dekh kar doctor ghar walo ko check dene gaya tha,Netral,Netral
tidak  selamanya hangat  covid,not always warm covid,Positif,Netral
stage first time cat2a second time long post covid xde sudah  cuma skang mudah selalu jatuh sakit flu demam batuk b4 covid setahun sekali nk sakit susah,stage first time cat2a second time long post covid xde it's just now it's easy always falling sick with flu fever cough b4 covid once a year it's hard to get sick,Negatif,Negatif
mbak lak nikah pas covid ta,i'm getting married right after covid,Positif,Positif
akhirnya saya dinodai covid hahaahaha tahi ,finally i was stained with covid hahaahaha shit,Negatif,Netral
bukan vaksin covid bisa covidnya sendiri terutama variant delta beberapa jurnal disinyalir bisa menurunkan fungsi organ tubuh,"not the covid vaccine, it can be the covid itself, especially the delta variant, several journals allegedly can reduce the function of organ",Negatif,Negatif
macam  cousin lah hari itu  nikah time covid bersanding setahun lps itu  dengan  first baby,"it's like a cousin that day got married at the time of covid, side by side a year later with the first babi",Positif,Positif
kelmarin china mencatatkan kes covid-19 hari ketiga berturut-turut angka dianggap kecil berbanding standard negara,"yesterday china recorded covid-1' cases for the third day in a row, the numbers are considered small compared to national standard",Negatif,Positif
lebih penduduk wuhan diarah kekal rumah akhir minggu pihak berkuasa china melaksanakan semula sekatan paling ketat ekstrem walaupun wuhan hanya merekodkan kes covid-19 sehari,more wuhan residents ordered to stay at home at the end of the week the chinese authorities re-implemented the strictest restrictions even though wuhan only recorded one covid-1' case a day,Positif,Positif
kebawah duli maha mulia bertitah menyentuh mengenai landskap pendidikan telah melalui pelbagai perubahan cabaran khasnya sejak beberapa tahun kebelakangan semasa wabak covid-19 melanda masyarakat global,his majesty said touching on the education landscape has gone through various changes and special challenges over the past few years when the covid-1' epidemic hit the global commun,Positif,Positif
selalu rasa was2 kalau  rasa macam  mengah larat sikit je ingat kena covid rupa2 food coma,"i always feel worried, if i feel like i'm a little sick, remember that i have covid, it looks like a food coma",Negatif,Negatif
segini gara gara waktu covid gofood terus  biasanya jarang sangat  pakai  gojek sayang duit,"this is because of the time of covid, gofood usually rarely uses gojek, dear money",Positif,Positif
sejarah indonesia bisa berubah orang,indonesian history can change peopl,Netral,Netral
sbb break dengan  lelaki kaki game berjalan dekat crowded boleh dia tgk phone youtube bagai sudah  la zaman covid teruk dulu time makan main phone or main game nk ajak borak berani main game tapi  time malam  shj time kerja semua da siap,"like a break with a guy with a game foot walking close to a crowd, can he look at his phone, youtube, like it's the bad covid era, it's time to eat, play the phone or play games, i want to invite you to chat, dare to play games, but at night, it's only work time, everything is readi",Negatif,Negatif
kecekapan tadbir urus kerajaan kerjasama keluarga malaysia membolehkan negara keluar pelbagai kemelut termasuk pandemik covid-19 krisis geopolitik terus fokus kepada pemulihan ekonomi negara,"the efficiency of the government's governance, the cooperation of the malaysian family, allows the country to overcome various crises, including the covid-1' pandemic, the geopolitical crisis, and continue to focus on the recovery of the country's economi",Netral,Netral
long covid nyata korbannya saya  anak saya  makin sensitif sama alergen kami,"long covid is the real victim, my child is becoming more sensitive to our allergen",Positif,Positif
covid kana,covid kana,Netral,Netral
kayaknya tiap batuk bertepatan berita covid naik,it seems that every cough coincides with the news of an increase in covid,Netral,Netral
saya  terakhir liat kayaknya  covid wkaka,i last saw it looks like covid wkaka,Netral,Netral
ingat  kasus menkes waktu awal masuk covid,remember the case of the minister of health when covid first ent,Positif,Netral
wduh aduh  bahaya covid,oh oh oh the danger of covid,Netral,Netral
tak jauh beda dengan  riwayat pasien rs dimasa pandemi covid,not much different from the history of hospital patients during the covid pandem,Netral,Netral
penyakit lupa saya makin teruk lepas positive covid more like short term memory loss,my forgetfulness got worse after positive covid more like short term memory loss,Positif,Positif
this is so trueee dua kena covid rasa cam makin bodo ja,this is so trueee two got covid i feel even more stupid,Negatif,Negatif
dulu saya perasan tweets kamu  ini  selalunya macam  tengah  isap gam apa kena mengena kena covid semakin sado,"i used to notice that your tweets are usually like sucking glue, what does it have to do with covid getting sad",Negatif,Negatif
kayaknya  saya  covid,i think i have covid,Netral,Netral
ditakdirkan kene covid lepas tahun kene covid berteman lol,destined to come here covid after the year we came here covid made friends lol,Positif,Positif
haha saloh ko covid deh,haha saloh ko covid deh,Positif,Netral
senang anak kena demam selsema covid kemain liat anak kena,"i'm happy that my child has a fever, a cold, and covid",Positif,Negatif
ingatan lemah cepat penat cepat mengantuk entahlah faktor covid or faktor usia,"weak memory, tired quickly, sleepy, i don't know the covid factor or the age factor",Negatif,Negatif
cepat penat dulu jogging kamu  rilek je sudah  setahun lebih lepas kena covid kamu  itu  azab anak habiskan,"you get tired quickly, jogging, you just relax, it's been more than a year since you got covid, that's the punishment of a child",Positif,Positif
baca replies ramai kata cepat lupa lepas kena covid,"read the replies, many people say they quickly forget after getting covid",Positif,Positif
paling obvious bila allergies makin menjadi before covid bila start bersin je makan cetrizine sudah  okay after covid after day makan obat  tak okay and semakin kerap kene pulak itu ,most obvious when allergies become worse before covid when you start sneezing just take cetrizine it's okay after covid after day taking medicine is not okay and it's getting more and more frequ,Positif,Positif
pura2 tidak  panik pas tahu ibu positif covid tiap cuci  piring nanges deg degan sangat  ingin muntah tidak  mau balik samarinda maunya rumah saja ,"pretend not to panic when you find out that your mother is positive for covid every time you wash the dishes, you really want to vomit, you don't want to go back to samarinda, you just want to go hom",Positif,Positif
saya  yakin cuma ketakutan berlebihan sama covid saja  big tech dicrackdown kan artinya mereka merasa sanggup berdiri sendiri tanpa pasar uang internasional mestinya justru genjot kegiatan negeri,"i'm sure it's just an exaggerated fear of covid that big tech is being cracked, right? it means they feel capable of standing on their own without an international financial market.",Positif,Positif
taktau la side effect covid cmne saya semakin gemuk,i don't know if it's a side effect of covid because i'm getting fatt,Netral,Negatif
keempatada hubungannya vaksin covid-19 booster diberikan dikatakan siti fadilahsecara tidak langsung ibu balita mendapat booster covid-19 bisa menjadi perantara menularkan gangguan ginjal akut bayinya,"fourth, there is a connection between the covid-1' booster vaccine being given, said siti fadilah, indirectly the mother under five receiving the covid-1' booster can be an intermediary in transmitting acute kidney problems to her babi",Positif,Positif
berikut update covid-19 jatim diy bali ntb ntt kalbar kalsel oktober,"the following is an update on covid-1', east java, diy, bali, ntb, ntt, kalbar, kalsel, octob",Netral,Netral
samalah benda ini  lepas covid lot of people cakap diorg experience percaya it ' because of covid,"this thing is the same after covid, a lot of people say that people have experience and believe it' because of covid",Netral,Negatif
makin fix kematian 'positif ' covid dirawat rs disebabkan obat-obatan treatment 'salah ' ventilator dan sebagainya,more and more fixed 'positive' covid deaths being treated at hospitals due to 'wrong' treatment of ventilator drugs and so on,Positif,Positif
kalau  dikasih opsi sesama lulusan ptn top gapercaya covid nyata sama bentukan bang sabda mah jelas pilih  bang sabda dong shay,"if you are given the option of a top ptn graduate, you don't believe that covid is real and what was formed, sir, it's clear to choose, sir, sabda, dong shay",Positif,Negatif
ahh mulai bicara  orang kebetulan sekali  sama kasus covid mulai naik varian xbb,ahh starting to talk about people coincidentally with covid cases starting to increase in the xbb vari,Netral,Netral
thread tiba2 kepotong yaaaaa baik  ketik ulang lagi  saja  kursi sudah  bertengger disana sejak saya kena covid feb lalu jadi  sudah  tahulah yaaa kalau  ringkih pedenya wiga badannya bohay berat naiklah kursi bakso ituuu tahulah apa terjadiiii,"the thread suddenly cut off, okay, just retyping the chair, it's been sitting there since i got covid, last february, so you already know, if you're frail, your body is heavy, get on that meatball chair, you know what's going on.",Positif,Negatif
makasihh rein akhirnya jona diagnosed covid juga  doakan ku kuat day by day reindra leia sehat2 jangan  ikut sakit2 aneh2 juga  mirip  banyakk orang ,thank you rein finally jona diagnosed covid also pray for me to be strong day by day reindra leia be healthy don't get sick strange also look like a lot of peopl,Positif,Positif
subianto menggarisbawahi kinerja jokowi menangani krisis pandemi covid-19 kesuksesan tersebut dinilai tak lepas ketenangan jokowi,subianto underlined jokowi's performance in handling the covid-1' pandemic crisis. this success was considered inseparable from jokowi's calm,Positif,Positif
tante mayang ternyata  mengidap lupus jadi  ingat  kakaknya temenku lupa apa tahun  lalu pkonya sebelum  covid dia mninggal dunia karena  lupus kala anaknya masih kecil,aunt mayang turned out to have lupus so i remember my friend's older sister forgot what last year her pko before covid she passed away because of lupus when her child was smal,Positif,Positif
kelmarin china mencatatkan kes covid-19 hari ketiga berturut-turut angka dianggap kecil berbanding standard negara,yesterday china recorded covid-1' cases for the third day in a row the numbers are considered small compared to national standard,Negatif,Positif
pihak berkuasa china melaksanakan semula sekatan paling ketat ekstrem walaupun wuhan hanya merekodkan kes covid-19 sehari,chinese authorities re-implemented the strictest restrictions even though wuhan only recorded one case of covid-1' a day,Netral,Positif
apa kita perlu memberikan vaksin covid kepada  anak2 balita terlebih lagi  berbasis mrna,do we need to give covid vaccines to children under five especially mrna bas,Netral,Netral
kena covid bulan after itu  bulan nonstop leaking nose mengah jadi  blur,got covid the month after that the month nonstop leaking nose made it blurri,Netral,Netral
tulah kadang tertanya2 jugak betul ini  side effect lps kena covid sbb faktor usia je,sometimes i wonder if this is a side effect of having covid because of the age factor,Netral,Negatif
kok bisa bersamaan  yak setelah terhindar covid bertahun2 padahal kanan kiri positif masih kekeuh negatif sendiri sekarang kanan kiri tidak  kena malah positif,"how come it can be done at the same time, right after avoiding covid for years, even though the right and left are positive, they are still negative themselves, now the right and left don't get hit, instead they are posit",Positif,Positif
igd mulai banyak sus covid,igd started a lot of sus covid,Netral,Netral
covid kedua hari ini  last kuarantin side effect covid pertama bulan lepas batuk batuk sekarang  tak hilang kena kedua tak tahu la bila kesudahan batuk ini ,"second covid today, last quarantine side effect, first covid last month, cough, cough, now it doesn't go away, it's the second time, i don't know when this cough will end",Positif,Positif
sejak +ve covid saya sudah  masuk air makin banyak edit merapu,since +ve covid i've been in the water more and more raking edit,Positif,Positif
tak covid mengah,i don't have covid,Netral,Netral
sumpah tidak tahu wkwk padahal kukira saya kebal covid belum  pernah kena varian baru apa,"i swear i don't know, even though i thought i was immune to covid, i've never been hit by a new vari",Positif,Negatif
takut berat badan turun berusaha makan sehari ternyata covid males makan,afraid of losing weight trying to eat a day it turns out that covid is lazy to eat,Negatif,Negatif
sejak +ve covid saya sudah  masuk air makin banyak edit merapu,since +ve covid i've been in the water more and more raking edit,Positif,Positif
kalah kita sama  kak ndon dia malah belum  pernah covid ris,"we lost to sis ndon, he has never even had covid ri",Netral,Netral
covid belum reda jaga jarak mantap ,"covid has not subsided, keep a steady dist",Positif,Netral
selepas lebih bulan jangkitan harian baharu covid-19 lepasi angka peningkatan kecil kes baharu covid-19 dijangka berlaku beberapa minggu,"after more than a month of new daily infections of covid-1', a small increase in new cases of covid-1' is expected to occur in a few week",Positif,Positif
saya  rse saya  cepat penat tapi  xsure sbb covid or sbb sudah  gems,"i think i get tired quickly, but i'm sure it's because of covid or because i already have gem",Positif,Negatif
[ hoax ] terjadi kesalahpahaman caption dibuat sebuah akun facebook faktanya video diuggah dirjen who tidak mengatakan pandemi covid-19 berakhir dunia berada posisi tepat mengerahkan usaha mengakhiri pandemi,[hoax] a misunderstanding occurred caption made a facebook account in fact the video was uploaded director general who did not say the covid-1' pandemic ended the world is in the right position to mobilize efforts to end the pandem,Positif,Positif
positive covid sekarang cepat lupa cepat letih senang sakit,positive covid now quickly forget quickly tired happy sick,Positif,Positif
perdi paladar gripe pu covid,i lost my palate flu pu covid,Netral,Netral
kena warded covid level effect cepat penat mengah teruk,had to be warded covid level effect quickly tired mengha bad,Negatif,Negatif
takde antibody lemah lepas vaccine bukan covid,"there is no weak antibody after the vaccine, not covid",Positif,Negatif
belum dapat fitness level covid,haven't got a covid fitness level yet,Netral,Netral
maybe bad opinion saya  merasa  tahun arus fomo pasca-covid tinggi sekali  konser banyak dibikin sistemnya belum matang ,"maybe a bad opinion. i feel that in the post-covid fomo flow, there were so many concerts that the system was immatur",Negatif,Positif
xtahu la saya long covid tak tapi  lepas kena covid dulu  memang  xpnh betul2 sehat  dari  urti until now,"i don't know if i longed for covid, but after i got covid, i was really healthy from the beginning until now",Positif,Positif
achievement of depok- first time covid-19- babi ngepet has return- ayah ojak- lampu merah angkanya maju- tukang buah nusuk begal- maling kunci toko- terorists has fallen in depokwhat next,achievement of depok - first time covid-1' - suckling pig has returned - ojak's father - the red light is moving forward - the fruit vendor stabbed a thief - shop key thieves - terrorists have fallen in depok what next,Positif,Positif
tidak  usah ngegas omm saya  dapat  baca berita covid naik gara2 babi baca saja  didetik,"don't rush omm, i can read the covid news going up because the pigs just read it for second",Netral,Negatif
kesan covid-19 lebih teruk kepada orang belum divaksinasi vaksin terbukti boleh mengurangkan risiko kesan lebih teruk dapatkan vaksinasi covid-19 anda melalui klinik terdekat layari laman web cari pusat pemberian vaksin ppv,"the effects of covid-1' are worse for people who have not been vaccinated, the vaccine is proven to reduce the risk of worse effects, get your covid-1' vaccination through the nearest clinic, visit the website, find a ppv vaccination cent",Negatif,Positif
batuk kena covid sekarang tak hilang,covid cough now won't go away,Netral,Netral
tahun awal konser setelah panjang covid malah banyak  kacoo mereka mau cari  duit setelah mati karena  covid cari  untung sebanyak banyaknya konser paling benar  java jazz prambanan jazz ato konser2 mini lebih tenang nikmatin musik bukan  nikmatin crowded gila,"in the first year of the concert, after a long period of covid, there were a lot of friends, they wanted to make money after they died because of covid, they were looking for as much profit as there were lots of true concerts, java jazz, prambanan jazz, or mini concerts, it was quieter, enjoy music, not enjoy crazy crowd",Positif,Positif
sarh ji covid me jab apne father ko admit krane liye khud bhi covid +ve hone baad dar dar bhatkna tb tmhari aasliyat aai samne tmne bas existing ko thoda improve kia hai new kuch ini  kia so pls ye faltu ki gapp na maarey,sarh ji covid me jab apne father ko admit krane liye khud bhi covid +ve hone baad dar dar bhatkna tb tmhari aasliyat aai samne tmne bas existing ko thoda improve kia hai new kuch ini kia so pls ye faltu ki gapp na maarey,Positif,Positif
saya  sebelum  covid hari2 boleh treadmill running sekarang  seminggu sekali je mampu lari sekali penat dia seminggu,i used to be able to run on a treadmill every day before covid. now i can only run once a week when i'm tir,Positif,Positif
sugan covid kitu urang teh huft,maybe it's covid so we're crazi,Netral,Netral
prek covid xbb ki covid opo neh wkwkw,prek covid xbb ki covid or neh wkwkww,Netral,Netral
update - kasus positif covid-19 indonesia bertambah orang,update - indonesia's positive cases of covid-1' are increas,Positif,Netral
pelupa tapi  entah lah effect sbb post covid or sudah  beranak so memang  asyik pelupa je,forgetful but i don't know if it's the effect of post covid or having a baby so it's really fun to be forget,Positif,Negatif
since covid makin pelupa affect my speech anak bercakap tergagap and loading gila,since covid is getting more forgetful affect my speech the child stutters and loading is crazi,Positif,Negatif
cepat lupa2 mudah penat3 eczema getting worse tak sure if related tak covid,quickly forget easily tired' eczema getting worse not sure if related not covid,Negatif,Positif
masih kuarantin akibat terjangkit virus covid kedua dulu lepas covid pertama buat kerja rasa cepat penat ini  rasa lagiii cepat penat kadang2 rasa tak cukup nafas kena selalu buat deep breathing exercise baru rasa okay,"still in quarantine due to being infected with the second covid virus. after the first covid, i feel tired quickly when i work. i feel tired quickly. sometimes i feel like i can't breathe enough.",Negatif,Negatif
sebanyak orang positif covid-19 kota denpasar //,as many people positive for covid-1' city of denpasar //,Positif,Positif
pru-15 kkm kemuka syor pengundi positif covid-19,pru-15 kkm put forward the recommendation of covid-1' positive vot,Positif,Netral
tekisoboka tetukyetaga ate era tekikola kubanga nabamu ku ffe tukyali mu biwundu bya covid,it is impossible we don't need it and it doesn't work because some of us are still in the wounds of covid,Negatif,Negatif
nek koe keno covid xbb bang,covid xbb bang free download,Positif,Netral
takut berita covid muncul siap siap dalgona part,"afraid that the news of covid will appear, be ready, dalgona part",Negatif,Negatif
akun jxf kayaknya taun2 awal covid,the jxf account looks like the early years of covid,Positif,Netral
first time la handle budak kerap neb ini  bodo punya covid,"the first time he handled slaves, this neb was stupid to have covid",Negatif,Negatif
