index,Tanggal,Username,Text,Text_Clean_Sambung,text_english
1509,2022-10-31 07:14:09+00:00,maciregar,peringati hari oeang ke-76 sri mulyani bicara tantangan tak mudah usai covid-19,peringati hari oeang ke-76 sri mulyani bicara tantangan tak mudah usai covid-19,commemorating the 76th anniversary Sri Mulyani spoke of not easy challenges after Covid-19
1510,2022-10-31 07:13:40+00:00,_AshrafAcap__,sampai sekarang aku tak boleh maafkan statement bodoh sanusi ni dalam ribu orang yang terkorban disebabkan covid tu orang daripadanya family aku sohai punya sanusi keluarkan statement macam tu dulu sikit common sense takde,sekarang saya tak boleh maafkan statement bodoh sanusi ini  ribu orang terkorban disebabkan covid itu  orang daripadanya family saya sohai punya sanusi keluarkan statement macam itu  dulu sikit common sense takde,"now I can&#39;t forgive Sanusi&#39;s stupid statement, thousands of people have died because of covid, that&#39;s one of his family members, sohai, Sanusi made a statement like that before, there&#39;s no common sense"
1511,2022-10-31 07:13:11+00:00,DanielBarapa,apa yang salah dari kabar varian covid tingkat kematian persen,apa salah kabar varian covid tingkat kematian persen,what&#39;s wrong with the covid variant death rate percent
1512,2022-10-31 07:12:48+00:00,Joxs56903272,ooohj iyaya anak keturunan pki saat rapat dpr tidak setuju dengan vaksin covid karena alasan blabla pada lupa siapa dia dan di bela,ooohj iyaya anak keturunan pki rapat dpr tidak setuju vaksin covid alasan blabla lupa siapa dia bela,"ooohj yes, the descendant of the PKI, the DPR meeting did not agree on the Covid vaccine, the reason for being blabla forgot who he was defending"
1513,2022-10-31 07:12:03+00:00,databoksid,menurut data worldometers kasus infeksi covid-19 baru di indonesia naik  dalam sepekan pada periode -30 oktober,data worldometers kasus infeksi covid-19 baru indonesia naik sepekan periode -30 oktober,Worldometers data for Indonesia&#39;s new Covid-19 infection cases rose for a week in the -30 October period
1514,2022-10-31 07:11:45+00:00,_pearlrose,pernah ngerasain kek ginian waktu nonton sumidagawa fireworks festival before covid yang tbh aku ga nyangka manusia akan ada sebanyak itu mana aku sendirian tapi selamat lancar jaya berkat crowd control yang ok huhu,pernah merasakan  kek ginian waktu nonton sumidagawa fireworks festival before covid tbh saya tidak  sangka  manusia sebanyak mana saya sendirian selamat lancar jaya berkat crowd control oke huhu,I&#39;ve felt this way when I watched the Sumidagawa fireworks festival before Covid tbh I didn&#39;t expect how many humans there were to be alone safe and sound thanks to crowd control okay huhu
1515,2022-10-31 07:11:41+00:00,naturallybali,iya loh waspada jika di kerumunan euforia orang2 abis covid jadi pada keluar semua pada lengah dgn keamanan,iya waspada kerumunan euforia orang2 abis covid keluar semua lengah dengan  keamanan,"Yes, be aware of the euphoric crowd of people after Covid, everyone comes out careless with security"
1516,2022-10-31 07:11:21+00:00,Lovewhisperer4,thanks bro sudah agak mendingan ini tenggorokan masih parah terasa panas sakit kala menelan dan bicara semoga yang lain jangan pernah terinfiksi covid sungguh menyakitkan,thanks bro agak lebih baik tenggorokan masih parah terasa panas sakit kala menelan bicara semoga jangan pernah terinfiksi covid sungguh menyakitkan,"thanks, bro, it&#39;s a little better, my throat is still bad, feels hot, hurts when I swallow, I hope you never get infected with Covid, it really hurts"
1517,2022-10-31 07:10:46+00:00,retnoaulian,ga salah ya bukannya krn covid banyak perusahaan bangkrut rmh makan tutup laah koq bisa turun maksudnya turun apaan nih tangga,tidak  salah bukannya karena  covid banyak perusahaan bangkrut rumah  makan tutup laah kok  bisa turun maksudnya turun apaan tangga,"It&#39;s not wrong, isn&#39;t it because of Covid, many companies have gone bankrupt, restaurants are closed, how come they can go down, meaning go down the stairs"
1518,2022-10-31 07:10:42+00:00,SyfqAddina,tahun lepas sebelum covid rm60 utk days,tahun lepas covid rm60 untuk  days,last year covid rm60 for days
1519,2022-10-31 07:10:29+00:00,intel505,gerun kalau nak cukupkan sepenggal covid pun datang masa tu dah lingkup kot malaysia kalau tunggu lagi masa tu mula2 covid datang ph remehkan kalau tak nak kena kondem berhemahlah juga pada pihak lawan jgn dok mengutuk dan menghina tanpa sempadan seolah2 segalanya bobrok,gerun anak cukupkan sepenggal covid datang masa itu  sudah  lingkup kot malaysia tunggu masa itu  mula2 covid datang ph remehkan tak anak kena kondem berhemahlah pihak lawan jangan  dok mengutuk menghina tanpa sempadan seolah2 segalanya bobrok,"I&#39;m afraid of children, just one term of covid will come, that time will be within the scope of the Malaysian coat, wait for that time, covid will come, don&#39;t take it for granted that the child will be condemned, be careful with the opponent, don&#39;t curse and insult without boundaries, as if everything is broken"
1520,2022-10-31 07:10:23+00:00,Veteran_covid,pinochio king of baking kim tak gu biar tahu hangsatnya reporter dan ibu tiri,pinochio king of baking kim tak gu tahu hangsatnya reporter ibu tiri,Pinochio King of Baking Kim doesn&#39;t know the warmth of the stepmother reporter
1521,2022-10-31 07:10:19+00:00,alifahamelya,- kalau dah lebih bulan dari booster sebelum ni digalakkan ambil booster ke-2 sebagai perlindungan tambahan- org yg +ve covid boleh mengundi tapi tertakluk pada sop akan dimaklumkan oleh spr kemudian- calon +ve covid tak boleh turun berkempen  wajib kuarantin,- sudah  lebih bulan booster ini  digalakkan ambil booster ke-2 perlindungan tambahan- orang  +ve covid boleh mengundi tertakluk sop dimaklumkan spr kemudian- calon +ve covid tak boleh turun berkempen wajib kuarantin,"- it has been more than a month of this booster, it is encouraged to take the 2nd booster for additional protection - people +ve covid can vote subject to being informed by spr later - candidates +ve covid cannot come down to campaign mandatory quarantine"
1522,2022-10-31 07:10:18+00:00,alifahamelya, tomyam viral ipoh cetus kontroversi tak tidur sbb fikirkan menu 'baru' rupanya telur dadar je tapi rege rm8  sidang media kj- org ramai diminta memakai mask ketika berkempen / menghadiri perhimpunan pru- gelombang kecil covid membimbangkan,tomyam viral ipoh cetus kontroversi tak tidur sbb fikirkan menu 'baru ' rupanya telur dadar je rege rm8 sidang media kj- orang  ramai diminta memakai mask berkempen / menghadiri perhimpunan pru- gelombang kecil covid membimbangkan,"viral tomyam ipoh sparks controversy, can&#39;t sleep because of thinking about the &#39;new&#39; menu, it seems omelette is only rege rm8 kj press conference - people are asked to wear masks to campaign / attend pru rallies - small wave of covid is worrying"
1523,2022-10-31 07:10:08+00:00,Barli24276712,tapi sudah nyata banyaknya kelebihan bayar di zaman anis sampe2vutk covid dki tak punya uang,nyata banyaknya kelebihan bayar zaman anis sampe2vutk covid dki tak punya uang,"it&#39;s obvious that there are so many overpaid during the anis period that for covid, dki doesn&#39;t have any money"
1524,2022-10-31 07:10:06+00:00,hannifan,iya memang tapi ya entah terjadi pada yg lain atau enggak paska kena covid fisik jadi tidak se prima dulu kalo saya sih,iya memang entah terjadi tidak  paska kena covid fisik tidak se prima dulu kalau  saya,"Yes, it doesn&#39;t matter if it happened, or not after I got hit by Covid, my physical body wasn&#39;t as prime as it used to be for me"
1525,2022-10-31 07:09:56+00:00,xbenana,mungkin orang kayak takut buat ngomong atau sekedar mikir ohya gpp gue kelewat event ini kan nanti masih ada event lainnya lagi next time dehtakut buat ketinggalan satu dua hal skrg cuz they have missed lot of things in covid people are simply afraid of losing moments,orang mirip  takut buat bicara  sekedar mikir ohya tidak apa-apa saya  kelewat event kan masih event lainnya next time dehtakut buat ketinggalan satu dua sekarang  cuz they have missed lot of things in covid people are simply afraid of losing moments,people like being afraid to talk just thinking oh yeah it&#39;s okay I missed the event right there&#39;s still another event next time I&#39;m scared to miss one or two now cuz they have missed a lot of things in covid people are simply afraid of losing moments
1526,2022-10-31 07:09:43+00:00,JapenSarawak,malaysia berdepan gelombang kecil susulan varian xbb -,malaysia berdepan gelombang kecil susulan varian xbb -,malaysia faces a small wave following the xbb variant -
1527,2022-10-31 07:09:39+00:00,januar_juna,proyek menghidupkan orang mati di china,proyek menghidupkan orang mati china,project of raising the dead china
1528,2022-10-31 07:09:20+00:00,polsekpengasih,batu pada ranmor dan kereta api cegah penipuan online dan penggelapan gangguan kamtibmas lainnya dan memberikan himbauan tentang pencegahan/memutus rantai berkembangnya virus corona/covid kepada masyarakat dilaksanakan 1 pertokoan2 bank pasar kulonprogo3 bank bri,batu ranmor kereta api cegah penipuan online penggelapan gangguan kamtibmas lainnya memberikan himbauan pencegahan/memutus rantai berkembangnya virus corona/covid kepada masyarakat dilaksanakan 1 pertokoan2 bank pasar kulonprogo3 bank bri,"Batu Ranmor Kereta Api Prevents online fraud, embezzlement, disturbance of other security and order, gives an appeal to prevent/break the chain of development of the corona/covid virus to the public, 1 pertokoan2 Bank Pasar Kulonprogo3 Bank BRI"
1529,2022-10-31 07:08:30+00:00,jasminegemez,tapi makin kesini kena covid udah kayak kena flu biasa gasi,makin kesini kena covid sudah  mirip  kena flu biasa gasi,"The more you come here, the more you get Covid, it&#39;s like having the common cold, gas"
1530,2022-10-31 07:07:07+00:00,RakaGardner,kemenkes tegaskan gagal ginjal akut pada anak tak terkait vaksin covid-19,kemenkes tegaskan gagal ginjal akut anak tak terkait vaksin covid-19,The Ministry of Health emphasized that acute kidney failure in children is not related to the Covid-19 vaccine
1531,2022-10-31 07:07:07+00:00,harandist_,saudaraku harusnya brgkt krn kena covid akhirnya kegeser sampai skrg blm berangkatsampai dia umroh awal tahun laluentah kegeser berapa tahun,saudaraku harusnya berangkat  karena  kena covid akhirnya kegeser sekarang  belum  berangkatsampai dia umroh awal tahun laluentah kegeser berapa tahun,"My brother was supposed to leave because he got Covid, finally he shifted now he hasn&#39;t left until he went for Umrah early last year, I don&#39;t know how many years he shifted"
1532,2022-10-31 07:06:40+00:00,cnbcindonesia,jurus kemenkes tekan penyebaran covid-19 varian xbb,jurus kemenkes tekan penyebaran covid-19 varian xbb,the Ministry of Health&#39;s move to suppress the spread of the Covid-19 variant XBB
1533,2022-10-31 07:06:20+00:00,sur_viv4l,pentingnya vaksinasi covid-19,pentingnya vaksinasi covid-19,the importance of the covid-19 vaccination
1534,2022-10-31 07:05:29+00:00,Humaspolsekbi11,polsek binjai selatan melaksanakan operasi yustisi pendisiplinan protokol kesehatan pencegahan penyebaran virus covid-19 //,polsek binjai selatan melaksanakan operasi yustisi pendisiplinan protokol kesehatan pencegahan penyebaran virus covid-19 //,South Binjai Police carry out disciplinary justice operations on health protocols to prevent the spread of the Covid-19 virus //
1535,2022-10-31 07:04:32+00:00,databoksid,menurut worldometer indonesia berada di peringkat ke-6 di asia dengan penambahan kasus infeksi covid-19 sebanyak orang pada -30 oktober jumlah ini naik  dibandingkan pekan sebelumny,worldometer indonesia berada peringkat ke-6 asia penambahan kasus infeksi covid-19 sebanyak orang -30 oktober jumlah naik dibandingkan pekan sebelumny,"Worldometer Indonesia is ranked 6th in Asia with the addition of Covid-19 infection cases by October 30, the number has increased compared to the previous week"
1536,2022-10-31 07:03:56+00:00,wawwwank,lonjakan covid-19 kedatangan luar negeri bandara soetta diperketat,lonjakan covid-19 kedatangan luar negeri bandara soetta diperketat,the spike in covid-19 overseas arrivals at Soetta Airport was tightened
1537,2022-10-31 07:03:31+00:00,hmetromy,malaysia sedang berdepan gelombang kecil peningkatan kes covid-19 susulan penemuan subvarian omicron xbb di negara ini kata menteri kesihatan khairy jamaluddin,malaysia sedang berdepan gelombang kecil peningkatan kes covid-19 susulan penemuan subvarian omicron xbb negara kata menteri kesihatan khairy jamaluddin,"malaysia is facing a small wave of increased covid-19 cases following the discovery of the country&#39;s omicron xbb subvariant, said health minister khairy jamaluddin"
1538,2022-10-31 07:03:09+00:00,48act_,iya udh di cancel dan katanya udh dijual terus udh dijadikan supermarket karena masalah finansial yg drop banget akibat covid aku cuman mau menginfokan ke sender bahwa mnl48 udh mau punya theater dulu yg menjanjikan tapi gak jadi,iya sudah  cancel katanya sudah  dijual terus sudah  dijadikan supermarket masalah finansial drop sekali  akibat covid saya hanya mau menginfokan sender mnl48 sudah  mau punya theater dulu menjanjikan tidak ,"yes, it has been canceled, he said, it has been sold and has been made into a supermarket, financial problems have dropped once due to Covid, I just want to inform the sender, mnl48, I want to have a theater, promise me no"
1539,2022-10-31 07:02:48+00:00,PPBNC_USM,hebahan terkini pusat pengurusan bencana nerve centre berkaitan perkembangan penularan wabak covid-19 dalam kampus induk terima kasih di atas kerjasama semua pihak,hebahan terkini pusat pengurusan bencana nerve centre berkaitan perkembangan penularan wabak covid-19 kampus induk terima kasih atas kerjasama semua pihak,"The latest announcement from the nerve center disaster management center regarding the development of the main campus covid-19 outbreak, thank you for the cooperation of all parties"
1540,2022-10-31 07:02:46+00:00,snowkoooks,blm tau sih dulu tuu pengen cuman batal karena covid,belum  tahu  dulu tuu ingin hanya batal covid,"I don&#39;t know yet, I just want to cancel Covid"
1541,2022-10-31 07:02:12+00:00,FaisalA55496673,otak dongo jd mentridl covid buat kalung ekalyptur kayu putih,otak dongo jadi  mentridl covid buat kalung ekalyptur kayu putih,dongo&#39;s brain becomes mentridl covid for eucalyptus necklaces
1542,2022-10-31 07:01:06+00:00,Rakhalandikas,menurut aku secara pribadi iya sih diantara dua orang tersebut bolsonaro gagal mengatasi covid mendorong deforestation mempunyai pernyataan kontroversial tentang isu wanita dan pemerkosaan,saya pribadi iya diantara dua orang tersebut bolsonaro gagal mengatasi covid mendorong deforestation mempunyai pernyataan kontroversial isu wanita pemerkosaan,"Personally, yes, of the two people, Bolsonaro failed to overcome Covid, encouraging deforestation. He made a controversial statement on the issue of women raping"
1543,2022-10-31 07:00:38+00:00,vkvrly,mungkin maksud dia yg menurun tu jumlah pengangguran sebelum covid trus pas covid masih dianggap turun karena yg nganggur tadi meninggal karena kena covid wkwk,maksud dia menurun itu  jumlah pengangguran covid terus  pas covid masih dianggap turun nganggur tadi meninggal kena covid wkwk,What he meant was that the number of Covid unemployed continued to fall when Covid was still considered unemployed when he died of Covid wkwk
1544,2022-10-31 07:00:24+00:00,sonzibonzi,gue sebelum covid pernah denda sampe kurleb ribu di perpus feb,saya  covid pernah denda kurleb ribu perpus feb,"I have been fined by Covid, a curleb thousand per library, February"
1545,2022-10-31 06:59:31+00:00,banasspatiii,udah paling bener protokol covid-19 di jadiin aturan jaga jarak minimal,sudah  paling benar  protokol covid-19 jadi  aturan jaga jarak minimal,"the most correct is the covid-19 protocol, so the rules for keeping a minimum distance"
1546,2022-10-31 06:58:43+00:00,FirdausAzil,covid-19 negara berdepan omicron xbb namun tidak membimbangkan - khairy,covid-19 negara berdepan omicron xbb tidak membimbangkan - khairy,covid-19 the country facing omicron xbb is not worrying - khairy
1547,2022-10-31 06:58:43+00:00,Nadya_Azahra99,maf itu efek jabs krn pykt covid itu sendiri tdk bahaya yg bahaya justru pasca jabs tp dinamakan long covid,maf efek jabs karena  pykt covid sendiri tidak  bahaya bahaya justru pasca jabs tapi  dinamakan long covid,"sorry for the jabs effect because pykt covid itself is not dangerous, it&#39;s post jabs but it&#39;s called long covid"
1548,2022-10-31 06:58:33+00:00,olvrhfzx,dah lama tak cek laman web covid,sudah  lama tak laman web covid,It&#39;s been a long time since the covid website
1549,2022-10-31 06:58:08+00:00,sk950397,adapun peran nyata g20 antara lain penanganan krisis keuangan global  kebijakan pajak kontribusi dalam penanganan pandemi covid-19 termasuk perdagangan iklim dan pembangunan,adapun peran nyata g20 penanganan krisis keuangan global kebijakan pajak kontribusi penanganan pandemi covid-19 termasuk perdagangan iklim pembangunan,"As for the real role of the G20 in handling the global financial crisis, tax policy contributes to handling the Covid-19 pandemic, including trade in the development climate"
1550,2022-10-31 06:57:33+00:00,tempodotco,para pekerja melarikan diri dari isolasi covid-19 di pabrik iphone cina,pekerja melarikan diri isolasi covid-19 pabrik iphone cina,workers escape covid-19 isolation china iphone factory
1551,2022-10-31 06:57:20+00:00,kotajaktim,dari masih ada di sekitar kita yuk tetap disiplin protokol kesehatan dan lengkapi vaksinasimu dengan vaksin booster  jakita,masih kita yuk tetap disiplin protokol kesehatan lengkapi vaksinasimu vaksin booster jakita,"Let&#39;s still be disciplined with health protocols, complete your vaccinations, the Jakita booster vaccine"
1552,2022-10-31 06:57:00+00:00,jeonggukbulet,hoalah brti kalo dari sebelum covid hampir mo tahun kena ribu gitu nder kirain bakal ampe ratusan ribu,hoalah brti kalau  covid hampir mau  tahun kena ribu begitu  nder kirain bakal ampe ratusan ribu,"hoalah that means if covid is almost going to hit thousands of years, I think it will reach hundreds of thousands"
1553,2022-10-31 06:56:59+00:00,cbcumi14_,first bias  jaehyun first album  hotsafirst pc  mark leefirst music video  bossfirst era as fans  lupa aku sebenernya pokoknya pas ero covid,first bias jaehyun first album hotsafirst pc mark leefirst music video bossfirst era as fans lupa saya sebenarnya  pokoknya pas ero covid,first bias jaehyun first album hotsafirst pc mark leefirst music video bossfirst era as fans forget me actually just fit ero covid
1554,2022-10-31 06:56:19+00:00,amanz,pemakaian pelitup muka di kawasan tertutup disarankan semula oleh kkm kerana kes covid-19meningkat,pemakaian pelitup muka kawasan tertutup disarankan semula kkm kerana kes covid-19meningkat,The use of face masks in closed areas is recommended again by the Ministry of Health because of the increase in covid-19 cases
1555,2022-10-31 06:56:13+00:00,Rhemoony_,positif covid untuk yang kedua kalinya asli badan kaya rentek semua,positif covid kedua kalinya asli badan kaya rentek semua,"Covid positive for the second time, the original body is rich and all"
1556,2022-10-31 06:55:51+00:00,SiDoMulcUl,itu beneran long covid atau efek samping vaksin doc,benar  long covid efek samping vaksin doc,it&#39;s true that long covid is a side effect of the vaccine doc
1557,2022-10-31 06:55:45+00:00,DraftAnakUnpad,- gais denda pinjem buku perpus gw tadi sampe ribu yang pernah pinjem buku waktu sebelum covid buruan balikin,- gais denda pinjam  buku perpus saya  tadi ribu pernah pinjam  buku waktu covid buruan balikin,"- Fine for borrowing books from my library earlier, I borrowed thousands of books during Covid, hurry up and return them"
1558,2022-10-31 06:55:27+00:00,Bedjo451,yg pengangguran banyak yg meninggal krn covid mksdnya ,pengangguran banyak meninggal karena  covid maksudnya ,many unemployed died because of covid i mean
1559,2022-10-31 06:55:19+00:00,officialunismuh,pidato pengukuhan guru besar andi sukri syamsuri bahas neologisme berbahasa selama pandemi covid-19,pidato pengukuhan guru besar andi sukri syamsuri bahas neologisme berbahasa selama pandemi covid-19,professor andi sukri syamsuri&#39;s inauguration speech discussed language neologisms during the co-19 pandemic
1560,2022-10-31 06:54:55+00:00,KompasData,kecuali pada -2021 karena pandemi covid-19 itaewon selalu diramaikan orang-orang yang merayakan halloween setiap akhir oktober tahun ini banyak orangtua kehilangan anaknnya dalam petaka di itaewon //,kecuali -2021 pandemi covid-19 itaewon selalu diramaikan orang-orang merayakan halloween akhir oktober tahun banyak orangtua kehilangan anaknnya petaka itaewon //,except -2021 the covid-19 pandemic itaewon is always crowded with people celebrating halloween at the end of october many parents have lost their children in itaewon //
1561,2022-10-31 06:54:35+00:00,moaretard,patut dicurigai mungkin lg positif covid,patut dicurigai lagi  positif covid,should be suspected of being positive for covid
1562,2022-10-31 06:54:06+00:00,ENS53311139,pemerintahan pdip obral home visa hgb th kriminalisasi islam hutang sangat fantastis ikut peran the new world order dlm genosida populasi rakyat dgn covid dan vaksin gas air mata mau dibawa kemana nkri olh pdipsmg allah menghancurkan pdip sbgmn rencana nya,pemerintahan pdip obral home visa hgb th kriminalisasi islam hutang sangat fantastis ikut peran the new world order dalam  genosida populasi rakyat dengan  covid vaksin gas air mata mau dibawa nkri olh pdipsmg allah menghancurkan pdip sbgmn rencana,pdip government sale home visa hgb th criminalization of islam debt is so fantastic participating in the new world order&#39;s role in the genocide of the people&#39;s population with covid the tear gas vaccine wants to be brought by nkri olh pdipsmg allah destroyed the pdip as planned
1563,2022-10-31 06:53:53+00:00,He00ll,mau ga ada covid kalau se crowded ituu sih siapa yang ga apneu or arrest coba ,mau tidak  covid se crowded itu  siapa tidak  apneu or arrest coba,"If you want Covid or not, it&#39;s crowded, who doesn&#39;t have apnoea or arrest?"
1564,2022-10-31 06:53:50+00:00,clairvoyant_cl,dalam kasus spesifik itaewon ini kan sudah jelas hubungan sebab-akibatnya yaitu berdesakan terinjak bahkan pemerintah korsel saja tidak mengaitkan dengan covid hal sederhana seperti itu apakah anda tidak bisa analisa juga ya ampun,kasus spesifik itaewon kan jelas hubungan sebab-akibatnya berdesakan terinjak bahkan pemerintah korsel tidak mengaitkan covid sederhana anda tidak bisa analisa ampun,"Itaewon specific case, it&#39;s clear that the cause-and-effect relationship is overcrowded, even the South Korean government doesn&#39;t link Covid, it&#39;s simple, you can&#39;t analyze it, sorry"
1565,2022-10-31 06:52:45+00:00,swvetch,covid is still around najua watu kadhaa imewakalia hii design,covid is still around najua watu kadhaa imewakalia hii design,"covid is still around, I know several people have this design"
1566,2022-10-31 06:52:39+00:00,fier_008,covid perlahan hilang lah musibah tiap negara datang,covid perlahan hilang lah musibah tiap negara datang,covid is slowly disappearing every time the country comes
1567,2022-10-31 06:52:36+00:00,najahfqh,risau lah tgk sekarang kes covid naik balik,risau lah tgk sekarang kes covid naik balik,I&#39;m worried now that covid cases are back
1568,2022-10-31 06:52:23+00:00,Captsame,aku yg tak covid pun cepat lupa hmm sama laa,saya tak covid cepat lupa sama laa,"I don&#39;t have Covid, I quickly forget about laa"
1569,2022-10-31 06:52:16+00:00,akiltasrif,lemas hari tapi yang disalahin vaksinasu covid tahun lalu aja-aja ada,lemas hari disalahin vaksinasu covid tahun lalu aja-aja,Weak days blamed on last year&#39;s Covid vaccines
1570,2022-10-31 06:52:13+00:00,wonunyong,long covid juga berdampak kah,long covid berdampak,long covid impact
1571,2022-10-31 06:51:52+00:00,KPWKM,virus covid-19 masih berada di sekeliling kita ambil tindakan yang bertanggungjawab dengan melakukan test report isolate inform dan seek lakukan ujian kendiri bergejala mengesyaki diri telah dijangkiti virus covid-19 sebagai langkah jaga-jaga,virus covid-19 masih berada sekeliling kita ambil tindakan bertanggungjawab melakukan test report isolate inform seek lakukan ujian kendiri bergejala mengesyaki diri telah dijangkiti virus covid-19 langkah jaga-jaga,"The covid-19 virus is still around us, take responsible action, do a test report, isolate, inform seek, do a self-test, have symptoms, suspect that you have been infected with the covid-19 virus, take precautions"
1572,2022-10-31 06:51:44+00:00,gvnw_,aku ada kali bulan pertama post covid nafas ku jadi pendek bgt jalan dikit udh ngos2an terus keringat dingin berlebih sampe setiap ketemu ppds dan spv disuruh buat check tiroid,saya bulan pertama post covid nafas ku pendek sangat  jalan sedikit  sudah  ngos2an terus keringat dingin berlebih ketemu ppds spv disuruh buat check tiroid,"I am in the first month of post covid, my shortness of breath is very short, I walk a little, I&#39;m tired, then I have excessive cold sweat, I see the PPDS SPV, they are told to do a thyroid check"
1573,2022-10-31 06:51:32+00:00,shmilykiti,bumi dah kepenuhan orang akhir2 ini kaya lagi disaring covid gga dan bencana2 lainnya lagi dan lagi,bumi sudah  kepenuhan orang akhir2 kaya disaring covid gga bencana2 lainnya,the earth is full of people lately rich filtered by covid and no other disasters
1574,2022-10-31 06:51:24+00:00,omsenan76397357,fase vaksin dianggap gak ada yang ada fase long covid ilmiyawwww tewadaw wadaw se,fase vaksin dianggap tidak  fase long covid ilmiyawwww tewadaw wadaw se,the vaccine phase is considered not the long covid phase ilmiyawwww tewadaw wadaw se
1575,2022-10-31 06:51:10+00:00,maz_YP,kalo gk salah sekarang itungannya masih kuota haji waktu covid jadi setengahnya kuota normal nanti kalau kuota sudah kembali normal  maka jumlah haji yg diberangkatkan lipat pertahun maka yg sekarang antri th  jadi antri th tapi th tetep aja lama,kalau  tidak  salah sekarang itungannya masih kuota haji waktu covid setengahnya kuota normal kuota normal jumlah haji diberangkatkan lipat pertahun sekarang antri th antri th th tetap  saja  lama,"if I&#39;m not mistaken, now the calculation is still the haj quota during Covid half of the normal quota, the normal quota, the number of haj pilgrims departing is double the year now, queuing for th, queuing for th th, it&#39;s still long"
1576,2022-10-31 06:51:03+00:00,Kthv977,anak ipa selalu ingin berbaur sama dia tapi dia ngga buka diri apalagi masa covid yg bener harusnya saling ngebantu dan ngerangkul tapi engga dia tetap tutup diri,anak ipa selalu ingin berbaur sama dia dia tidak  buka diri masa covid benar  harusnya saling ngebantu ngerangkul tidak  dia tetap tutup diri,"ipa&#39;s son always wants to mingle with him, he doesn&#39;t open himself up during the covid period, really, we should help each other hug him or not, he keeps closing himself up"
1577,2022-10-31 06:51:03+00:00,beritasampit1,umkm di kecamatan sukamara mampu bertahan selama pandemi covid-19,umkm kecamatan sukamara mampu bertahan selama pandemi covid-19,umkm in sukamara sub-district was able to survive during the co-19 pandemic
1578,2022-10-31 06:51:00+00:00,infoKALTENG,umkm di kecamatan sukamara mampu bertahan selama pandemi covid-19,umkm kecamatan sukamara mampu bertahan selama pandemi covid-19,umkm in sukamara sub-district was able to survive during the co-19 pandemic
1579,2022-10-31 06:50:59+00:00,beritasampit_id,umkm di kecamatan sukamara mampu bertahan selama pandemi covid-19,umkm kecamatan sukamara mampu bertahan selama pandemi covid-19,umkm in sukamara sub-district was able to survive during the co-19 pandemic
1580,2022-10-31 06:50:41+00:00,callmeodahhhhh,covid boleh bawak mati kan,covid boleh bawak mati kan,covid can kill you right?
1581,2022-10-31 06:50:24+00:00,zulfaqar1437,game fake covid sudah bermula ape2 pon kami rakyat malaysia bantah tentang vaksin jangan nak paksa2 makahai,game fake covid bermula ape2 pon kami rakyat malaysia bantah vaksin jangan anak paksa2 makahai,"The fake covid game starts at what point we Malaysians protest the vaccine, don&#39;t force children to eat it"
1582,2022-10-31 06:49:00+00:00,biemdotco,sempat tertunda akibat pandemi covid-19 yang melanda dunia konser rutin bulanan iwan fals di panggung kita digelar kembali //,sempat tertunda akibat pandemi covid-19 melanda dunia konser rutin bulanan iwan fals panggung kita digelar //,was delayed due to the covid-19 pandemic hitting the world iwan fals routine monthly concert our stage was held //
1583,2022-10-31 06:48:50+00:00,obatbatukwoodz,iya saya merasakan itu kok dok efek long covid yang ga ngerasain bersyukurlah tapi jangan menihilkan soalnya yang ngerasain juga ada,iya saya merasakan kok dok efek long covid tidak  merasakan  bersyukurlah jangan menihilkan soalnya merasakan ,"yes, I feel how come the effects of the long covid don&#39;t feel grateful, don&#39;t nullify the problem"
1584,2022-10-31 06:47:58+00:00,clairvoyant_cl,enggak juga aku alumni delta biasa aja seperti dulu aja seperti sebelum kena si delta kerja banyak aktifitas fisik jalan kesana kemari olahraga dengan intensitas tinggi juga gak pernah bengek dan faktor imunnya lemah itu gak absolut karena covid,tidak  saya alumni delta biasa saja  dulu saja  kena delta kerja banyak aktifitas fisik jalan kesana kemari olahraga intensitas tinggi tidak  pernah bengek faktor imunnya lemah tidak  absolut covid,"no, I&#39;m an ordinary delta alumni, I used to get delta work, lots of physical activity, walking here and there, high-intensity sports, never whining, weak immune factor, not absolute covid"
1585,2022-10-31 06:47:52+00:00,siakapkelinews,trend kes covid-19 dijangka akan terus meningkat beberapa minggu akan datang khairy,trend kes covid-19 dijangka terus meningkat beberapa minggu datang khairy,The trend of covid-19 cases is expected to continue to increase in the coming weeks
1586,2022-10-31 06:47:39+00:00,kaksej,setahu aku ya kak ini emang tempat banyak cafe dll gitu jadi kalo ada event kaya valentine halloween end year biasanya cafenya bikin acara acara gitu nah jd halloween sebelumnya juga rame tapi tahun ini lebih rame karena udah tahun kebelakang masih di ban karena covid,setahu saya kak memang  tempat banyak cafe dan lain begitu  kalau  event kaya valentine halloween end year biasanya cafenya acara acara begitu  nah jadi  halloween sebelumnya ramai  tahun lebih ramai  sudah  tahun kebelakang masih ban covid,"as far as I know sis there are lots of cafes and other places like that for events like Valentine&#39;s Halloween end of year usually the cafes have events like that, so Halloween before was busier last year it was still banning covid"
